,country,incomes,year,age
1843,European Union,17816.0,2018,Less than 60 years
1844,European Union,16684.0,2018,60 years or over
1845,European Union,17886.0,2018,Less than 65 years
1846,European Union,,2018,From 65 to 74 years
1847,European Union,16296.0,2018,65 years or over
1848,European Union,17766.0,2018,Less than 75 years
1849,European Union,15686.0,2018,75 years or over
1850,European Union,,2018,Total
1851,European Union,,2018,Less than 6 years
1852,European Union,,2018,From 6 to 10 years
1853,European Union,,2018,From 6 to 11 years
1854,European Union,,2018,From 11 to 15 years
1855,European Union,,2018,From 12 to 17 years
1856,European Union,,2018,Less than 16 years
1857,European Union,,2018,From 16 to 24 years
1858,European Union,,2018,From 16 to 64 years
1859,European Union,,2018,16 years or over
1860,European Union,,2018,Less than 18 years
1861,European Union,,2018,From 18 to 24 years
1862,European Union,,2018,From 18 to 64 years
1863,European Union,,2018,18 years or over
1864,European Union,,2018,From 25 to 49 years
1865,European Union,,2018,From 25 to 54 years
1866,European Union,,2018,From 50 to 64 years
1867,European Union,,2018,From 55 to 64 years
1868,European Union,,2018,Less than 60 years
1869,European Union,,2018,60 years or over
1870,European Union,,2018,Less than 65 years
1871,European Union,,2018,From 65 to 74 years
1872,European Union,,2018,65 years or over
1873,European Union,,2018,Less than 75 years
1874,European Union,,2018,75 years or over
1875,Netherlands,24016.0,2018,Total
1876,Netherlands,25348.0,2018,Less than 6 years
1877,Netherlands,,2018,From 6 to 10 years
1878,Netherlands,25055.0,2018,From 6 to 11 years
1879,Netherlands,,2018,From 11 to 15 years
1880,Netherlands,22755.0,2018,From 12 to 17 years
1881,Netherlands,24765.0,2018,Less than 16 years
1882,Netherlands,20832.0,2018,From 16 to 24 years
1883,Netherlands,25260.0,2018,From 16 to 64 years
1884,Netherlands,23839.0,2018,16 years or over
1885,Netherlands,24354.0,2018,Less than 18 years
1886,Netherlands,20221.0,2018,From 18 to 24 years
1887,Netherlands,25447.0,2018,From 18 to 64 years
1888,Netherlands,23955.0,2018,18 years or over
1889,Netherlands,26352.0,2018,From 25 to 49 years
1890,Netherlands,26180.0,2018,From 25 to 54 years
1891,Netherlands,26441.0,2018,From 50 to 64 years
1892,Netherlands,26751.0,2018,From 55 to 64 years
1893,Netherlands,25110.0,2018,Less than 60 years
1894,Netherlands,21197.0,2018,60 years or over
1895,Netherlands,25171.0,2018,Less than 65 years
1896,Netherlands,,2018,From 65 to 74 years
1897,Netherlands,20428.0,2018,65 years or over
1898,Netherlands,24655.0,2018,Less than 75 years
1899,Netherlands,19014.0,2018,75 years or over
1900,Portugal,9346.0,2018,Total
1901,Portugal,9583.0,2018,Less than 6 years
1902,Portugal,,2018,From 6 to 10 years
1903,Portugal,9137.0,2018,From 6 to 11 years
1904,Portugal,,2018,From 11 to 15 years
1905,Portugal,8448.0,2018,From 12 to 17 years
1906,Portugal,9124.0,2018,Less than 16 years
1907,Portugal,8625.0,2018,From 16 to 24 years
1908,Portugal,9640.0,2018,From 16 to 64 years
1909,Portugal,9385.0,2018,16 years or over
1910,Portugal,9049.0,2018,Less than 18 years
1911,Portugal,8685.0,2018,From 18 to 24 years
1912,Portugal,9678.0,2018,From 18 to 64 years
1913,Portugal,9411.0,2018,18 years or over
1914,Portugal,9887.0,2018,From 25 to 49 years
1915,Portugal,9800.0,2018,From 25 to 54 years
1916,Portugal,9707.0,2018,From 50 to 64 years
1917,Portugal,9767.0,2018,From 55 to 64 years
1918,Portugal,9526.0,2018,Less than 60 years
1919,Portugal,8774.0,2018,60 years or over
1920,Portugal,9523.0,2018,Less than 65 years
1921,Portugal,,2018,From 65 to 74 years
1922,Portugal,8584.0,2018,65 years or over
1923,Portugal,9519.0,2018,Less than 75 years
1924,Portugal,7887.0,2018,75 years or over
1925,Norway,39438.0,2018,Total
1926,Norway,37958.0,2018,Less than 6 years
1927,Norway,,2018,From 6 to 10 years
1928,Norway,38353.0,2018,From 6 to 11 years
1929,Norway,,2018,From 11 to 15 years
1930,Norway,36989.0,2018,From 12 to 17 years
1931,Norway,37894.0,2018,Less than 16 years
1932,Norway,30694.0,2018,From 16 to 24 years
1933,Norway,41022.0,2018,From 16 to 64 years
1934,Norway,39810.0,2018,16 years or over
1935,Norway,37600.0,2018,Less than 18 years
1936,Norway,27656.0,2018,From 18 to 24 years
1937,Norway,41250.0,2018,From 18 to 64 years
1938,Norway,39977.0,2018,18 years or over
1939,Norway,40101.0,2018,From 25 to 49 years
1940,Norway,41081.0,2018,From 25 to 54 years
1941,Norway,47919.0,2018,From 50 to 64 years
1942,Norway,48783.0,2018,From 55 to 64 years
1943,Norway,39549.0,2018,Less than 60 years
1944,Norway,39138.0,2018,60 years or over
1945,Norway,40263.0,2018,Less than 65 years
1946,Norway,,2018,From 65 to 74 years
1947,Norway,36672.0,2018,65 years or over
1948,Norway,40140.0,2018,Less than 75 years
1949,Norway,32343.0,2018,75 years or over
1950,United Kingdom,21464.0,2018,Total
1951,United Kingdom,19375.0,2018,Less than 6 years
1952,United Kingdom,,2018,From 6 to 10 years
1953,United Kingdom,18830.0,2018,From 6 to 11 years
1954,United Kingdom,,2018,From 11 to 15 years
1955,United Kingdom,17808.0,2018,From 12 to 17 years
1956,United Kingdom,18827.0,2018,Less than 16 years
1957,United Kingdom,19050.0,2018,From 16 to 24 years
1958,United Kingdom,22952.0,2018,From 16 to 64 years
1959,United Kingdom,22109.0,2018,16 years or over
1960,United Kingdom,18758.0,2018,Less than 18 years
1961,United Kingdom,19421.0,2018,From 18 to 24 years
1962,United Kingdom,23144.0,2018,From 18 to 64 years
1963,United Kingdom,22269.0,2018,18 years or over
1964,United Kingdom,23945.0,2018,From 25 to 49 years
1965,United Kingdom,24042.0,2018,From 25 to 54 years
1966,United Kingdom,23597.0,2018,From 50 to 64 years
1967,United Kingdom,22938.0,2018,From 55 to 64 years
1968,United Kingdom,21995.0,2018,Less than 60 years
1969,United Kingdom,19832.0,2018,60 years or over
1970,United Kingdom,22011.0,2018,Less than 65 years
1971,United Kingdom,,2018,From 65 to 74 years
1972,United Kingdom,19332.0,2018,65 years or over
1973,United Kingdom,21938.0,2018,Less than 75 years
1974,United Kingdom,17266.0,2018,75 years or over
1975,Montenegro,3783.0,2018,Total
1976,Montenegro,3412.0,2018,Less than 6 years
1977,Montenegro,,2018,From 6 to 10 years
1978,Montenegro,3391.0,2018,From 6 to 11 years
1979,Montenegro,,2018,From 11 to 15 years
1980,Montenegro,3086.0,2018,From 12 to 17 years
1981,Montenegro,3309.0,2018,Less than 16 years
1982,Montenegro,3456.0,2018,From 16 to 24 years
1983,Montenegro,3854.0,2018,From 16 to 64 years
1984,Montenegro,3871.0,2018,16 years or over
1985,Montenegro,3277.0,2018,Less than 18 years
1986,Montenegro,3600.0,2018,From 18 to 24 years
1987,Montenegro,3872.0,2018,From 18 to 64 years
1988,Montenegro,3914.0,2018,18 years or over
1989,Montenegro,3898.0,2018,From 25 to 49 years
1990,Montenegro,3888.0,2018,From 25 to 54 years
1991,Montenegro,4090.0,2018,From 50 to 64 years
1992,Montenegro,4261.0,2018,From 55 to 64 years
1993,Montenegro,3697.0,2018,Less than 60 years
1994,Montenegro,4249.0,2018,60 years or over
1995,Montenegro,3727.0,2018,Less than 65 years
1996,Montenegro,,2018,From 65 to 74 years
1997,Montenegro,4199.0,2018,65 years or over
1998,Montenegro,3775.0,2018,Less than 75 years
1999,Montenegro,3985.0,2018,75 years or over
2000,European Union,17819.0,2019,Total
2001,European Union,17445.0,2019,Less than 6 years
2002,European Union,,2019,From 6 to 10 years
2003,European Union,16904.0,2019,From 6 to 11 years
2004,European Union,,2019,From 11 to 15 years
2005,European Union,16014.0,2019,From 12 to 17 years
2006,European Union,16878.0,2019,Less than 16 years
2007,European Union,16429.0,2019,From 16 to 24 years
2008,European Union,18551.0,2019,From 16 to 64 years
2009,European Union,18009.0,2019,16 years or over
2010,European Union,16801.0,2019,Less than 18 years
2011,European Union,16506.0,2019,From 18 to 24 years
2012,European Union,18647.0,2019,From 18 to 64 years
2013,European Union,18066.0,2019,18 years or over
2014,European Union,18569.0,2019,From 25 to 49 years
2015,European Union,18810.0,2019,From 25 to 54 years
2016,European Union,19693.0,2019,From 50 to 64 years
2017,European Union,19505.0,2019,From 55 to 64 years
2018,European Union,18133.0,2019,Less than 60 years
2019,European Union,16863.0,2019,60 years or over
2020,European Union,18189.0,2019,Less than 65 years
2021,European Union,,2019,From 65 to 74 years
2022,European Union,16415.0,2019,65 years or over
2023,European Union,18066.0,2019,Less than 75 years
2024,European Union,15814.0,2019,75 years or over
2025,European Union,17325.0,2019,Total
2026,European Union,17201.0,2019,Less than 6 years
2027,European Union,,2019,From 6 to 10 years
2028,European Union,16644.0,2019,From 6 to 11 years
2029,European Union,,2019,From 11 to 15 years
2030,European Union,15776.0,2019,From 12 to 17 years
2031,European Union,16639.0,2019,Less than 16 years
2032,European Union,16032.0,2019,From 16 to 24 years
2033,European Union,17946.0,2019,From 16 to 64 years
2034,European Union,17458.0,2019,16 years or over
2035,European Union,16554.0,2019,Less than 18 years
2036,European Union,16032.0,2019,From 18 to 24 years
2037,European Union,18022.0,2019,From 18 to 64 years
2038,European Union,17499.0,2019,18 years or over
2039,European Union,17853.0,2019,From 25 to 49 years
2040,European Union,18093.0,2019,From 25 to 54 years
2041,European Union,19196.0,2019,From 50 to 64 years
2042,European Union,19114.0,2019,From 55 to 64 years
2043,European Union,17601.0,2019,Less than 60 years
2044,European Union,16526.0,2019,60 years or over
2045,European Union,17661.0,2019,Less than 65 years
2046,European Union,,2019,From 65 to 74 years
2047,European Union,16069.0,2019,65 years or over
2048,European Union,17539.0,2019,Less than 75 years
2049,European Union,15629.0,2019,75 years or over
2050,European Union,17819.0,2019,Total
2051,European Union,17445.0,2019,Less than 6 years
2052,European Union,,2019,From 6 to 10 years
2053,European Union,16904.0,2019,From 6 to 11 years
2054,European Union,,2019,From 11 to 15 years
2055,European Union,16014.0,2019,From 12 to 17 years
2056,European Union,16878.0,2019,Less than 16 years
2057,European Union,16429.0,2019,From 16 to 24 years
2058,European Union,18551.0,2019,From 16 to 64 years
2059,European Union,18009.0,2019,16 years or over
2060,European Union,16801.0,2019,Less than 18 years
2061,European Union,16506.0,2019,From 18 to 24 years
2062,European Union,18647.0,2019,From 18 to 64 years
2063,European Union,18066.0,2019,18 years or over
2064,European Union,18569.0,2019,From 25 to 49 years
2065,European Union,18810.0,2019,From 25 to 54 years
2066,European Union,19693.0,2019,From 50 to 64 years
2067,European Union,19505.0,2019,From 55 to 64 years
2068,European Union,18133.0,2019,Less than 60 years
2069,European Union,16863.0,2019,60 years or over
2070,European Union,18189.0,2019,Less than 65 years
2071,European Union,,2019,From 65 to 74 years
2072,European Union,16415.0,2019,65 years or over
2073,European Union,18066.0,2019,Less than 75 years
2074,European Union,15814.0,2019,75 years or over
2075,European Union,17418.0,2019,Total
2076,European Union,17275.0,2019,Less than 6 years
2077,European Union,,2019,From 6 to 10 years
2078,European Union,16732.0,2019,From 6 to 11 years
2079,European Union,,2019,From 11 to 15 years
2080,European Union,15857.0,2019,From 12 to 17 years
2081,European Union,16721.0,2019,Less than 16 years
2082,European Union,16119.0,2019,From 16 to 24 years
2083,European Union,18042.0,2019,From 16 to 64 years
2084,European Union,17554.0,2019,16 years or over
2085,European Union,16635.0,2019,Less than 18 years
2086,European Union,16122.0,2019,From 18 to 24 years
2087,European Union,18119.0,2019,From 18 to 64 years
2088,European Union,17595.0,2019,18 years or over
2089,European Union,17942.0,2019,From 25 to 49 years
2090,European Union,18184.0,2019,From 25 to 54 years
2091,European Union,19307.0,2019,From 50 to 64 years
2092,European Union,19231.0,2019,From 55 to 64 years
2093,European Union,17692.0,2019,Less than 60 years
2094,European Union,16627.0,2019,60 years or over
2095,European Union,17754.0,2019,Less than 65 years
2096,European Union,,2019,From 65 to 74 years
2097,European Union,16167.0,2019,65 years or over
2098,European Union,17633.0,2019,Less than 75 years
2099,European Union,15722.0,2019,75 years or over
2100,European Union,,2019,Total
2101,European Union,,2019,Less than 6 years
2102,European Union,,2019,From 6 to 10 years
2103,European Union,,2019,From 6 to 11 years
2104,European Union,,2019,From 11 to 15 years
2105,European Union,,2019,From 12 to 17 years
2106,European Union,,2019,Less than 16 years
2107,European Union,,2019,From 16 to 24 years
2108,European Union,,2019,From 16 to 64 years
2109,European Union,,2019,16 years or over
2110,European Union,,2019,Less than 18 years
2111,European Union,,2019,From 18 to 24 years
2112,European Union,,2019,From 18 to 64 years
2113,European Union,,2019,18 years or over
2114,European Union,,2019,From 25 to 49 years
2115,European Union,,2019,From 25 to 54 years
2116,European Union,,2019,From 50 to 64 years
2117,European Union,,2019,From 55 to 64 years
2118,European Union,,2019,Less than 60 years
2119,European Union,,2019,60 years or over
2120,European Union,,2019,Less than 65 years
2121,European Union,,2019,From 65 to 74 years
2122,European Union,,2019,65 years or over
2123,European Union,,2019,Less than 75 years
2124,European Union,,2019,75 years or over
2125,Netherlands,24612.0,2019,Total
2126,Netherlands,25585.0,2019,Less than 6 years
2127,Netherlands,,2019,From 6 to 10 years
2128,Netherlands,24901.0,2019,From 6 to 11 years
2129,Netherlands,,2019,From 11 to 15 years
2130,Netherlands,23578.0,2019,From 12 to 17 years
2131,Netherlands,24875.0,2019,Less than 16 years
2132,Netherlands,21853.0,2019,From 16 to 24 years
2133,Netherlands,25962.0,2019,From 16 to 64 years
2134,Netherlands,24528.0,2019,16 years or over
2135,Netherlands,24718.0,2019,Less than 18 years
2136,Netherlands,21576.0,2019,From 18 to 24 years
2137,Netherlands,26090.0,2019,From 18 to 64 years
2138,Netherlands,24581.0,2019,18 years or over
2139,Netherlands,26843.0,2019,From 25 to 49 years
2140,Netherlands,26845.0,2019,From 25 to 54 years
2141,Netherlands,27002.0,2019,From 50 to 64 years
2142,Netherlands,27066.0,2019,From 55 to 64 years
2143,Netherlands,25617.0,2019,Less than 60 years
2144,Netherlands,21611.0,2019,60 years or over
2145,Netherlands,25671.0,2019,Less than 65 years
2146,Netherlands,,2019,From 65 to 74 years
2147,Netherlands,20663.0,2019,65 years or over
2148,Netherlands,25167.0,2019,Less than 75 years
2149,Netherlands,19642.0,2019,75 years or over
2150,Portugal,10023.0,2019,Total
2151,Portugal,10270.0,2019,Less than 6 years
2152,Portugal,,2019,From 6 to 10 years
2153,Portugal,9857.0,2019,From 6 to 11 years
2154,Portugal,,2019,From 11 to 15 years
2155,Portugal,8999.0,2019,From 12 to 17 years
2156,Portugal,9853.0,2019,Less than 16 years
2157,Portugal,9192.0,2019,From 16 to 24 years
2158,Portugal,10272.0,2019,From 16 to 64 years
2159,Portugal,10082.0,2019,16 years or over
2160,Portugal,9642.0,2019,Less than 18 years
2161,Portugal,9438.0,2019,From 18 to 24 years
2162,Portugal,10344.0,2019,From 18 to 64 years
2163,Portugal,10145.0,2019,18 years or over
2164,Portugal,10482.0,2019,From 25 to 49 years
2165,Portugal,10477.0,2019,From 25 to 54 years
2166,Portugal,10360.0,2019,From 50 to 64 years
2167,Portugal,10312.0,2019,From 55 to 64 years
2168,Portugal,10195.0,2019,Less than 60 years
2169,Portugal,9554.0,2019,60 years or over
2170,Portugal,10200.0,2019,Less than 65 years
2171,Portugal,,2019,From 65 to 74 years
2172,Portugal,9369.0,2019,65 years or over
2173,Portugal,10199.0,2019,Less than 75 years
2174,Portugal,8640.0,2019,75 years or over
2175,Norway,39125.0,2019,Total
2176,Norway,37978.0,2019,Less than 6 years
2177,Norway,,2019,From 6 to 10 years
2178,Norway,37248.0,2019,From 6 to 11 years
2179,Norway,,2019,From 11 to 15 years
2180,Norway,37550.0,2019,From 12 to 17 years
2181,Norway,37717.0,2019,Less than 16 years
2182,Norway,31296.0,2019,From 16 to 24 years
2183,Norway,40920.0,2019,From 16 to 64 years
2184,Norway,39721.0,2019,16 years or over
2185,Norway,37619.0,2019,Less than 18 years
2186,Norway,29030.0,2019,From 18 to 24 years
2187,Norway,41120.0,2019,From 18 to 64 years
2188,Norway,39869.0,2019,18 years or over
2189,Norway,39450.0,2019,From 25 to 49 years
2190,Norway,40629.0,2019,From 25 to 54 years
2191,Norway,48317.0,2019,From 50 to 64 years
2192,Norway,49346.0,2019,From 55 to 64 years
2193,Norway,39125.0,2019,Less than 60 years
2194,Norway,39098.0,2019,60 years or over
2195,Norway,39883.0,2019,Less than 65 years
2196,Norway,,2019,From 65 to 74 years
2197,Norway,36316.0,2019,65 years or over
2198,Norway,39904.0,2019,Less than 75 years
2199,Norway,32141.0,2019,75 years or over
2200,United Kingdom,,2019,Total
2201,United Kingdom,,2019,Less than 6 years
2202,United Kingdom,,2019,From 6 to 10 years
2203,United Kingdom,,2019,From 6 to 11 years
2204,United Kingdom,,2019,From 11 to 15 years
2205,United Kingdom,,2019,From 12 to 17 years
2206,United Kingdom,,2019,Less than 16 years
2207,United Kingdom,,2019,From 16 to 24 years
2208,United Kingdom,,2019,From 16 to 64 years
2209,United Kingdom,,2019,16 years or over
2210,United Kingdom,,2019,Less than 18 years
2211,United Kingdom,,2019,From 18 to 24 years
2212,United Kingdom,,2019,From 18 to 64 years
2213,United Kingdom,,2019,18 years or over
2214,United Kingdom,,2019,From 25 to 49 years
2215,United Kingdom,,2019,From 25 to 54 years
2216,United Kingdom,,2019,From 50 to 64 years
2217,United Kingdom,,2019,From 55 to 64 years
2218,United Kingdom,,2019,Less than 60 years
2219,United Kingdom,,2019,60 years or over
2220,United Kingdom,,2019,Less than 65 years
2221,United Kingdom,,2019,From 65 to 74 years
2222,United Kingdom,,2019,65 years or over
2223,United Kingdom,,2019,Less than 75 years
2224,United Kingdom,,2019,75 years or over
2225,Montenegro,3768.0,2019,Total
2226,Montenegro,3278.0,2019,Less than 6 years
2227,Montenegro,,2019,From 6 to 10 years
2228,Montenegro,3402.0,2019,From 6 to 11 years
2229,Montenegro,,2019,From 11 to 15 years
2230,Montenegro,3002.0,2019,From 12 to 17 years
2231,Montenegro,3237.0,2019,Less than 16 years
2232,Montenegro,3301.0,2019,From 16 to 24 years
2233,Montenegro,3875.0,2019,From 16 to 64 years
2234,Montenegro,3927.0,2019,16 years or over
2235,Montenegro,3217.0,2019,Less than 18 years
2236,Montenegro,3360.0,2019,From 18 to 24 years
2237,Montenegro,3923.0,2019,From 18 to 64 years
2238,Montenegro,3965.0,2019,18 years or over
2239,Montenegro,3993.0,2019,From 25 to 49 years
2240,Montenegro,3975.0,2019,From 25 to 54 years
2241,Montenegro,4093.0,2019,From 50 to 64 years
2242,Montenegro,4231.0,2019,From 55 to 64 years
2243,Montenegro,3623.0,2019,Less than 60 years
2244,Montenegro,4257.0,2019,60 years or over
2245,Montenegro,3680.0,2019,Less than 65 years
2246,Montenegro,,2019,From 65 to 74 years
2247,Montenegro,4177.0,2019,65 years or over
2248,Montenegro,3763.0,2019,Less than 75 years
2249,Montenegro,3979.0,2019,75 years or over
2250,European Union,,2020,Total
2251,European Union,,2020,Less than 6 years
2252,European Union,,2020,From 6 to 10 years
2253,European Union,,2020,From 6 to 11 years
2254,European Union,,2020,From 11 to 15 years
2255,European Union,,2020,From 12 to 17 years
2256,European Union,,2020,Less than 16 years
2257,European Union,,2020,From 16 to 24 years
2258,European Union,,2020,From 16 to 64 years
2259,European Union,,2020,16 years or over
2260,European Union,,2020,Less than 18 years
2261,European Union,,2020,From 18 to 24 years
2262,European Union,,2020,From 18 to 64 years
2263,European Union,,2020,18 years or over
2264,European Union,,2020,From 25 to 49 years
2265,European Union,,2020,From 25 to 54 years
2266,European Union,,2020,From 50 to 64 years
2267,European Union,,2020,From 55 to 64 years
2268,European Union,,2020,Less than 60 years
2269,European Union,,2020,60 years or over
2270,European Union,,2020,Less than 65 years
2271,European Union,,2020,From 65 to 74 years
2272,European Union,,2020,65 years or over
2273,European Union,,2020,Less than 75 years
2274,European Union,,2020,75 years or over
2275,European Union,,2020,Total
2276,European Union,,2020,Less than 6 years
2277,European Union,,2020,From 6 to 10 years
2278,European Union,,2020,From 6 to 11 years
2279,European Union,,2020,From 11 to 15 years
2280,European Union,,2020,From 12 to 17 years
2281,European Union,,2020,Less than 16 years
2282,European Union,,2020,From 16 to 24 years
2283,European Union,,2020,From 16 to 64 years
2284,European Union,,2020,16 years or over
2285,European Union,,2020,Less than 18 years
2286,European Union,,2020,From 18 to 24 years
2287,European Union,,2020,From 18 to 64 years
2288,European Union,,2020,18 years or over
2289,European Union,,2020,From 25 to 49 years
2290,European Union,,2020,From 25 to 54 years
2291,European Union,,2020,From 50 to 64 years
2292,European Union,,2020,From 55 to 64 years
2293,European Union,,2020,Less than 60 years
2294,European Union,,2020,60 years or over
2295,European Union,,2020,Less than 65 years
2296,European Union,,2020,From 65 to 74 years
2297,European Union,,2020,65 years or over
2298,European Union,,2020,Less than 75 years
2299,European Union,,2020,75 years or over
2300,European Union,,2020,Total
2301,European Union,,2020,Less than 6 years
2302,European Union,,2020,From 6 to 10 years
2303,European Union,,2020,From 6 to 11 years
2304,European Union,,2020,From 11 to 15 years
2305,European Union,,2020,From 12 to 17 years
2306,European Union,,2020,Less than 16 years
2307,European Union,,2020,From 16 to 24 years
2308,European Union,,2020,From 16 to 64 years
2309,European Union,,2020,16 years or over
2310,European Union,,2020,Less than 18 years
2311,European Union,,2020,From 18 to 24 years
2312,European Union,,2020,From 18 to 64 years
2313,European Union,,2020,18 years or over
2314,European Union,,2020,From 25 to 49 years
2315,European Union,,2020,From 25 to 54 years
2316,European Union,,2020,From 50 to 64 years
2317,European Union,,2020,From 55 to 64 years
2318,European Union,,2020,Less than 60 years
2319,European Union,,2020,60 years or over
2320,European Union,,2020,Less than 65 years
2321,European Union,,2020,From 65 to 74 years
2322,European Union,,2020,65 years or over
2323,European Union,,2020,Less than 75 years
2324,European Union,,2020,75 years or over
2325,European Union,,2020,Total
2326,European Union,,2020,Less than 6 years
2327,European Union,,2020,From 6 to 10 years
2328,European Union,,2020,From 6 to 11 years
2329,European Union,,2020,From 11 to 15 years
2330,European Union,,2020,From 12 to 17 years
2331,European Union,,2020,Less than 16 years
2332,European Union,,2020,From 16 to 24 years
2333,European Union,,2020,From 16 to 64 years
2334,European Union,,2020,16 years or over
2335,European Union,,2020,Less than 18 years
2336,European Union,,2020,From 18 to 24 years
2337,European Union,,2020,From 18 to 64 years
2338,European Union,,2020,18 years or over
2339,European Union,,2020,From 25 to 49 years
2340,European Union,,2020,From 25 to 54 years
2341,European Union,,2020,From 50 to 64 years
2342,European Union,,2020,From 55 to 64 years
2343,European Union,,2020,Less than 60 years
2344,European Union,,2020,60 years or over
2345,European Union,,2020,Less than 65 years
2346,European Union,,2020,From 65 to 74 years
2347,European Union,,2020,65 years or over
2348,European Union,,2020,Less than 75 years
2349,European Union,,2020,75 years or over
2350,European Union,,2020,Total
2351,European Union,,2020,Less than 6 years
2352,European Union,,2020,From 6 to 10 years
2353,European Union,,2020,From 6 to 11 years
2354,European Union,,2020,From 11 to 15 years
2355,European Union,,2020,From 12 to 17 years
2356,European Union,,2020,Less than 16 years
2357,European Union,,2020,From 16 to 24 years
2358,European Union,,2020,From 16 to 64 years
2359,European Union,,2020,16 years or over
2360,European Union,,2020,Less than 18 years
2361,European Union,,2020,From 18 to 24 years
2362,European Union,,2020,From 18 to 64 years
2363,European Union,,2020,18 years or over
2364,European Union,,2020,From 25 to 49 years
2365,European Union,,2020,From 25 to 54 years
2366,European Union,,2020,From 50 to 64 years
2367,European Union,,2020,From 55 to 64 years
2368,European Union,,2020,Less than 60 years
2369,European Union,,2020,60 years or over
2370,European Union,,2020,Less than 65 years
2371,European Union,,2020,From 65 to 74 years
2372,European Union,,2020,65 years or over
2373,European Union,,2020,Less than 75 years
2374,European Union,,2020,75 years or over
2375,Netherlands,25801.0,2020,Total
2376,Netherlands,26627.0,2020,Less than 6 years
2377,Netherlands,,2020,From 6 to 10 years
2378,Netherlands,25432.0,2020,From 6 to 11 years
2379,Netherlands,,2020,From 11 to 15 years
2380,Netherlands,24643.0,2020,From 12 to 17 years
2381,Netherlands,25593.0,2020,Less than 16 years
2382,Netherlands,23930.0,2020,From 16 to 24 years
2383,Netherlands,27347.0,2020,From 16 to 64 years
2384,Netherlands,25858.0,2020,16 years or over
2385,Netherlands,25467.0,2020,Less than 18 years
2386,Netherlands,23778.0,2020,From 18 to 24 years
2387,Netherlands,27479.0,2020,From 18 to 64 years
2388,Netherlands,25898.0,2020,18 years or over
2389,Netherlands,28071.0,2020,From 25 to 49 years
2390,Netherlands,28006.0,2020,From 25 to 54 years
2391,Netherlands,28374.0,2020,From 50 to 64 years
2392,Netherlands,28806.0,2020,From 55 to 64 years
2393,Netherlands,26915.0,2020,Less than 60 years
2394,Netherlands,22573.0,2020,60 years or over
2395,Netherlands,26985.0,2020,Less than 65 years
2396,Netherlands,,2020,From 65 to 74 years
2397,Netherlands,21585.0,2020,65 years or over
2398,Netherlands,26441.0,2020,Less than 75 years
2399,Netherlands,20401.0,2020,75 years or over
2400,Portugal,10800.0,2020,Total
2401,Portugal,10906.0,2020,Less than 6 years
2402,Portugal,,2020,From 6 to 10 years
2403,Portugal,10404.0,2020,From 6 to 11 years
2404,Portugal,,2020,From 11 to 15 years
2405,Portugal,9958.0,2020,From 12 to 17 years
2406,Portugal,10596.0,2020,Less than 16 years
2407,Portugal,9943.0,2020,From 16 to 24 years
2408,Portugal,11100.0,2020,From 16 to 64 years
2409,Portugal,10850.0,2020,16 years or over
2410,Portugal,10452.0,2020,Less than 18 years
2411,Portugal,10117.0,2020,From 18 to 24 years
2412,Portugal,11151.0,2020,From 18 to 64 years
2413,Portugal,10894.0,2020,18 years or over
2414,Portugal,11211.0,2020,From 25 to 49 years
2415,Portugal,11276.0,2020,From 25 to 54 years
2416,Portugal,11395.0,2020,From 50 to 64 years
2417,Portugal,11267.0,2020,From 55 to 64 years
2418,Portugal,11004.0,2020,Less than 60 years
2419,Portugal,10321.0,2020,60 years or over
2420,Portugal,11004.0,2020,Less than 65 years
2421,Portugal,,2020,From 65 to 74 years
2422,Portugal,10067.0,2020,65 years or over
2423,Portugal,10980.0,2020,Less than 75 years
2424,Portugal,9498.0,2020,75 years or over
2425,Norway,40241.0,2020,Total
2426,Norway,38121.0,2020,Less than 6 years
2427,Norway,,2020,From 6 to 10 years
2428,Norway,38526.0,2020,From 6 to 11 years
2429,Norway,,2020,From 11 to 15 years
2430,Norway,37700.0,2020,From 12 to 17 years
2431,Norway,38264.0,2020,Less than 16 years
2432,Norway,32625.0,2020,From 16 to 24 years
2433,Norway,41803.0,2020,From 16 to 64 years
2434,Norway,40728.0,2020,16 years or over
2435,Norway,38130.0,2020,Less than 18 years
2436,Norway,30909.0,2020,From 18 to 24 years
2437,Norway,41998.0,2020,From 18 to 64 years
2438,Norway,40886.0,2020,18 years or over
2439,Norway,40739.0,2020,From 25 to 49 years
2440,Norway,41585.0,2020,From 25 to 54 years
2441,Norway,48946.0,2020,From 50 to 64 years
2442,Norway,49629.0,2020,From 55 to 64 years
2443,Norway,40386.0,2020,Less than 60 years
2444,Norway,39725.0,2020,60 years or over
2445,Norway,40963.0,2020,Less than 65 years
2446,Norway,,2020,From 65 to 74 years
2447,Norway,37053.0,2020,65 years or over
2448,Norway,40965.0,2020,Less than 75 years
2449,Norway,33364.0,2020,75 years or over
2450,United Kingdom,,2020,Total
2451,United Kingdom,,2020,Less than 6 years
2452,United Kingdom,,2020,From 6 to 10 years
2453,United Kingdom,,2020,From 6 to 11 years
2454,United Kingdom,,2020,From 11 to 15 years
2455,United Kingdom,,2020,From 12 to 17 years
2456,United Kingdom,,2020,Less than 16 years
2457,United Kingdom,,2020,From 16 to 24 years
2458,United Kingdom,,2020,From 16 to 64 years
2459,United Kingdom,,2020,16 years or over
2460,United Kingdom,,2020,Less than 18 years
2461,United Kingdom,,2020,From 18 to 24 years
